Unnamed: 0,Age,Gender,Location,Subscription_Length_Months,Monthly_Bill,Total_Usage_GB,Churn
11481,21.0,Male,New York,20.0,72.39,176.0,1.0
27378,21.0,Female,Chicago,14.0,91.91,117.0,1.0
10439,47.0,Female,Miami,18.0,51.9,118.0,1.0
7279,43.0,Female,Los Angeles,16.0,31.75,219.0,1.0
91419,30.0,Female,New York,12.0,58.56,494.0,1.0
68299,59.0,Male,Miami,2.0,88.45,190.0,0.0
72850,31.0,Male,Chicago,17.0,33.36,341.0,0.0
19818,57.0,Male,New York,3.0,60.89,52.0,0.0
55363,34.0,Male,New York,12.0,79.03,434.0,0.0
43411,32.0,Female,Chicago,20.0,30.29,152.0,0.0
56671,66.0,Female,Los Angeles,11.0,89.57,274.0,0.0
24369,45.0,Male,Chicago,5.0,46.15,125.0,0.0
48694,32.0,Male,New York,6.0,37.63,383.0,0.0
36182,26.0,Male,Los Angeles,13.0,73.23,401.0,1.0
93079,22.0,Female,Miami,8.0,78.74,372.0,1.0
42711,41.0,Male,Miami,14.0,46.26,50.0,0.0
19847,57.0,Male,Houston,6.0,80.08,167.0,1.0
79584,68.0,Male,Los Angeles,17.0,30.42,99.0,1.0
23039,69.0,Male,Houston,18.0,57.82,491.0,0.0
65010,47.0,Male,Los Angeles,12.0,58.97,423.0,0.0
90061,40.0,Male,Houston,24.0,82.11,78.0,0.0
37655,49.0,Female,Chicago,23.0,71.99,427.0,0.0
52392,23.0,Female,Miami,19.0,82.09,479.0,0.0
64257,24.0,Female,New York,16.0,63.65,230.0,0.0
74352,43.0,Male,Los Angeles,20.0,58.09,425.0,0.0
55636,28.0,Male,New York,2.0,88.43,257.0,0.0
49728,19.0,Female,New York,1.0,64.08,132.0,1.0
95187,28.0,Male,Miami,4.0,80.3,496.0,1.0
60720,42.0,Female,Houston,17.0,93.4,189.0,0.0
43457,65.0,Male,Los Angeles,21.0,61.41,97.0,0.0
887,24.0,Male,Houston,19.0,48.24,213.0,1.0
84198,46.0,Male,Miami,13.0,34.1,408.0,0.0
95625,19.0,Male,Miami,9.0,85.0,385.0,0.0
77185,36.0,Female,Miami,19.0,47.54,79.0,1.0
97418,59.0,Male,New York,14.0,81.77,256.0,0.0
92333,38.0,Male,Chicago,15.0,55.07,317.0,0.0
82637,53.0,Female,Los Angeles,3.0,34.17,73.0,0.0
70305,39.0,Male,Los Angeles,3.0,88.98,88.0,1.0
61266,68.0,Male,Miami,8.0,92.68,128.0,0.0
9387,34.0,Female,Los Angeles,16.0,56.64,249.0,0.0
16219,28.0,Female,Houston,24.0,94.44,312.0,0.0
87375,50.0,Male,Miami,23.0,84.71,354.0,1.0
58369,28.0,Male,Los Angeles,14.0,96.26,455.0,0.0
2065,39.0,Female,Houston,11.0,37.11,245.0,1.0
91042,68.0,Male,Chicago,13.0,56.1,132.0,0.0
8425,52.0,Male,New York,16.0,80.73,329.0,1.0
16925,41.0,Female,Los Angeles,24.0,89.84,63.0,0.0
19050,39.0,Female,Houston,4.0,67.69,415.0,1.0
3335,34.0,Male,Miami,17.0,85.83,424.0,0.0
17604,27.0,Male,New York,1.0,47.76,500.0,1.0
67825,22.0,Male,Chicago,8.0,48.16,434.0,0.0
93241,33.0,Male,Los Angeles,19.0,95.67,70.0,0.0
87664,62.0,Female,Miami,22.0,46.35,382.0,1.0
71629,20.0,Female,Miami,6.0,45.69,139.0,1.0
38465,25.0,Male,Chicago,17.0,57.99,374.0,0.0
34962,67.0,Male,Miami,21.0,53.38,205.0,1.0
52639,46.0,Female,Miami,11.0,31.42,153.0,1.0
91497,36.0,Male,Los Angeles,20.0,63.65,170.0,0.0
19329,43.0,Female,New York,2.0,55.95,304.0,0.0
36614,31.0,Female,New York,7.0,54.58,432.0,0.0
39170,59.0,Male,New York,24.0,39.24,491.0,1.0
7686,64.0,Male,Houston,9.0,43.63,382.0,0.0
79470,47.0,Male,New York,19.0,50.89,62.0,1.0
88959,60.0,Male,Chicago,4.0,95.77,75.0,0.0
40966,68.0,Female,Miami,18.0,35.69,439.0,0.0
93195,64.0,Female,Los Angeles,15.0,93.6,106.0,0.0
56063,62.0,Female,Houston,12.0,33.95,106.0,0.0
12989,62.0,Female,Chicago,14.0,98.8,366.0,0.0
99756,50.0,Male,Chicago,24.0,49.96,426.0,1.0
12164,53.0,Male,New York,21.0,63.92,61.0,1.0
7174,60.0,Male,New York,16.0,66.22,254.0,1.0
73356,70.0,Female,Miami,12.0,69.31,432.0,0.0
98259,36.0,Male,Houston,5.0,41.08,103.0,0.0
64377,25.0,Female,Miami,12.0,50.69,280.0,1.0
76113,37.0,Male,Houston,22.0,97.39,419.0,0.0
48134,58.0,Female,Houston,19.0,47.86,487.0,0.0
23406,29.0,Female,Miami,17.0,74.38,471.0,0.0
71044,46.0,Female,Los Angeles,2.0,92.33,388.0,1.0
48346,35.0,Male,Chicago,22.0,79.4,355.0,1.0
27922,24.0,Female,Miami,8.0,75.04,139.0,1.0
6161,31.0,Female,Houston,14.0,45.71,74.0,1.0
12056,24.0,Female,Houston,11.0,38.84,88.0,1.0
7908,58.0,Female,Miami,1.0,43.09,222.0,0.0
24661,45.0,Female,New York,2.0,44.98,482.0,0.0
70434,33.0,Female,Miami,12.0,55.8,457.0,0.0
66968,26.0,Female,Houston,19.0,91.53,270.0,1.0
26167,45.0,Female,Los Angeles,18.0,61.22,284.0,0.0
5720,46.0,Female,New York,4.0,73.74,86.0,1.0
46051,50.0,Male,Miami,20.0,99.81,212.0,1.0
91892,68.0,Male,Los Angeles,7.0,31.2,128.0,1.0
18210,61.0,Male,Chicago,16.0,90.4,461.0,0.0
49619,33.0,Female,Houston,24.0,92.73,167.0,1.0
68310,20.0,Female,Miami,20.0,37.07,181.0,0.0
72505,41.0,Male,Los Angeles,7.0,94.11,112.0,1.0
21490,62.0,Female,Chicago,11.0,93.12,138.0,1.0
37643,53.0,Male,Miami,21.0,74.5,76.0,0.0
48954,19.0,Male,Houston,17.0,93.36,425.0,1.0
80662,67.0,Female,Miami,9.0,40.26,410.0,1.0
76777,41.0,Female,Miami,3.0,92.08,105.0,0.0
43656,27.0,Male,Los Angeles,9.0,83.59,393.0,0.0
31968,35.0,Male,Houston,5.0,98.91,366.0,1.0
6465,23.0,Male,Houston,11.0,72.77,309.0,0.0
42303,58.0,Male,Houston,9.0,53.78,61.0,0.0
58203,22.0,Female,Chicago,18.0,86.15,202.0,1.0
82066,30.0,Male,Chicago,5.0,41.75,246.0,1.0
18978,34.0,Male,Chicago,4.0,66.06,309.0,0.0
51748,19.0,Female,New York,5.0,32.51,191.0,1.0
2650,30.0,Male,Houston,13.0,55.41,419.0,0.0
42837,62.0,Female,Chicago,6.0,34.12,257.0,0.0
5767,67.0,Female,Chicago,15.0,51.19,303.0,0.0
60702,51.0,Female,Miami,12.0,78.64,491.0,0.0
98871,69.0,Female,Los Angeles,5.0,62.49,375.0,1.0
1346,54.0,Female,Miami,2.0,39.12,282.0,1.0
62309,40.0,Female,Chicago,12.0,69.95,320.0,0.0
31438,63.0,Male,New York,11.0,84.85,275.0,0.0
4077,66.0,Male,New York,20.0,49.17,190.0,1.0
85590,24.0,Male,Miami,11.0,55.94,150.0,0.0
54132,49.0,Female,Houston,20.0,82.76,295.0,0.0
7753,65.0,Male,New York,13.0,83.48,200.0,1.0
26788,67.0,Female,Miami,15.0,64.95,432.0,0.0
85222,29.0,Male,New York,14.0,41.78,282.0,1.0
15594,50.0,Male,Los Angeles,20.0,47.89,141.0,0.0
19775,62.0,Male,Houston,22.0,56.44,99.0,1.0
88687,38.0,Female,New York,18.0,40.29,165.0,0.0
99895,25.0,Female,Los Angeles,18.0,59.45,361.0,1.0
35489,35.0,Male,Los Angeles,8.0,57.18,314.0,0.0
39344,36.0,Female,Chicago,11.0,83.13,393.0,0.0
12583,45.0,Male,New York,24.0,77.47,173.0,0.0
23015,62.0,Female,Chicago,12.0,80.77,431.0,0.0
59951,50.0,Male,Los Angeles,11.0,70.77,284.0,0.0
22618,35.0,Female,Miami,8.0,51.65,363.0,1.0
25374,44.0,Male,New York,15.0,69.58,209.0,1.0
13519,26.0,Female,Chicago,12.0,78.06,64.0,0.0
42346,67.0,Male,Los Angeles,8.0,95.35,269.0,0.0
31279,68.0,Female,Los Angeles,22.0,66.69,144.0,0.0
66507,45.0,Female,New York,21.0,37.86,415.0,1.0
28197,42.0,Female,New York,16.0,85.29,119.0,1.0
96956,65.0,Male,Houston,10.0,45.37,89.0,0.0
53474,54.0,Male,Los Angeles,24.0,49.27,324.0,0.0
7596,20.0,Male,Miami,11.0,52.51,86.0,0.0
27741,25.0,Female,Miami,12.0,96.27,73.0,1.0
46296,43.0,Female,Chicago,14.0,71.17,189.0,1.0
68807,60.0,Female,Chicago,24.0,41.89,222.0,0.0
99520,53.0,Male,New York,4.0,80.52,383.0,1.0
37086,33.0,Female,New York,22.0,38.5,206.0,1.0
53440,55.0,Male,Houston,9.0,42.54,204.0,1.0
12367,41.0,Male,Miami,11.0,79.66,287.0,0.0
29597,44.0,Female,Los Angeles,5.0,36.03,433.0,1.0
65109,37.0,Male,Miami,2.0,40.87,324.0,0.0
26151,66.0,Male,Chicago,18.0,83.64,421.0,1.0
4249,67.0,Male,Miami,22.0,94.45,314.0,0.0
14736,38.0,Female,Los Angeles,1.0,89.82,65.0,1.0
66645,29.0,Male,Miami,8.0,64.0,263.0,0.0
66049,22.0,Male,Miami,3.0,39.08,171.0,0.0
91184,57.0,Male,Los Angeles,19.0,65.02,213.0,0.0
71917,38.0,Female,Houston,2.0,54.44,460.0,1.0
73175,30.0,Female,Los Angeles,7.0,66.07,230.0,1.0
37068,30.0,Female,New York,16.0,30.31,62.0,1.0
16093,22.0,Male,Houston,4.0,41.46,267.0,0.0
3868,41.0,Female,Miami,21.0,53.65,315.0,1.0
6911,25.0,Male,Houston,15.0,77.27,455.0,0.0
89284,57.0,Female,Chicago,13.0,82.24,52.0,0.0
96106,44.0,Male,Los Angeles,23.0,93.04,166.0,1.0
58920,29.0,Female,Miami,5.0,77.31,434.0,0.0
54332,32.0,Male,Houston,11.0,91.37,276.0,0.0
55588,63.0,Male,Houston,9.0,90.42,405.0,0.0
38555,41.0,Female,Houston,3.0,79.12,413.0,0.0
69544,29.0,Female,Miami,22.0,94.68,277.0,1.0
86127,54.0,Male,New York,13.0,35.87,316.0,0.0
56197,30.0,Male,Chicago,3.0,96.85,174.0,0.0
1292,52.0,Female,Miami,23.0,36.27,424.0,1.0
43058,55.0,Female,Chicago,6.0,70.34,247.0,0.0
3307,31.0,Female,Los Angeles,21.0,46.71,84.0,1.0
59870,64.0,Female,Los Angeles,9.0,92.28,148.0,1.0
89108,64.0,Female,Chicago,13.0,30.97,340.0,1.0
61229,25.0,Female,Los Angeles,23.0,55.66,185.0,1.0
33601,19.0,Female,Miami,5.0,64.76,172.0,1.0
27440,35.0,Female,New York,20.0,57.78,347.0,1.0
93846,30.0,Male,Chicago,9.0,74.05,377.0,0.0
14438,33.0,Male,Houston,16.0,55.05,226.0,1.0
62747,57.0,Male,Chicago,10.0,52.18,275.0,1.0
37007,39.0,Male,Houston,6.0,60.07,74.0,0.0
18274,19.0,Male,Chicago,13.0,53.09,466.0,1.0
75829,63.0,Female,Los Angeles,1.0,97.14,432.0,0.0
46151,66.0,Female,Miami,3.0,31.06,492.0,0.0
88864,49.0,Female,New York,24.0,32.07,277.0,0.0
13435,62.0,Female,Chicago,17.0,71.13,128.0,1.0
577,70.0,Male,Houston,23.0,58.87,144.0,1.0
71830,21.0,Male,Miami,15.0,47.36,361.0,0.0
39164,66.0,Female,Miami,18.0,50.98,373.0,0.0
6691,25.0,Male,Miami,18.0,38.91,320.0,0.0
95613,34.0,Female,Chicago,18.0,68.04,284.0,0.0
97270,66.0,Female,Chicago,1.0,82.61,110.0,0.0
54728,64.0,Female,New York,20.0,73.63,461.0,0.0
73128,42.0,Male,Los Angeles,6.0,70.54,288.0,0.0
55696,69.0,Female,Chicago,23.0,69.87,232.0,1.0
78070,65.0,Male,Houston,7.0,55.56,138.0,1.0
82233,46.0,Female,Los Angeles,1.0,77.87,485.0,0.0
23872,70.0,Male,Chicago,7.0,97.58,401.0,0.0
98117,50.0,Male,Los Angeles,17.0,75.39,144.0,0.0
54497,23.0,Male,Los Angeles,15.0,68.53,225.0,1.0
60404,44.0,Male,New York,3.0,94.6,191.0,0.0
51974,52.0,Female,Houston,9.0,58.56,64.0,0.0
87004,47.0,Male,Los Angeles,19.0,87.58,221.0,1.0
86786,54.0,Male,Houston,23.0,99.26,190.0,1.0
52937,58.0,Female,Houston,13.0,71.14,313.0,1.0
71833,62.0,Male,Miami,19.0,89.77,248.0,0.0
40485,30.0,Male,New York,8.0,51.63,459.0,1.0
33702,37.0,Female,Houston,21.0,75.22,98.0,0.0
7461,38.0,Male,New York,7.0,81.58,287.0,1.0
44479,45.0,Female,Miami,18.0,78.86,242.0,0.0
9919,41.0,Female,Miami,20.0,44.72,245.0,0.0
12902,23.0,Male,Chicago,20.0,52.9,107.0,0.0
48817,67.0,Female,Chicago,24.0,92.96,484.0,0.0
48022,65.0,Female,Houston,23.0,81.32,126.0,0.0
53227,61.0,Female,New York,4.0,62.7,311.0,0.0
20624,63.0,Female,Chicago,20.0,71.95,241.0,0.0
5382,64.0,Male,Chicago,10.0,84.2,441.0,1.0
99859,26.0,Male,Chicago,10.0,85.18,487.0,0.0
68169,29.0,Male,New York,9.0,40.08,228.0,1.0
80278,40.0,Male,Los Angeles,9.0,95.75,328.0,1.0
66652,47.0,Female,Los Angeles,1.0,68.7,213.0,0.0
10181,19.0,Male,Chicago,22.0,52.53,226.0,0.0
11286,68.0,Female,Chicago,8.0,36.46,140.0,0.0
49183,30.0,Female,Chicago,11.0,86.3,320.0,1.0
44914,19.0,Female,Los Angeles,20.0,83.54,265.0,0.0
23517,57.0,Male,Los Angeles,2.0,70.57,416.0,1.0
72033,68.0,Female,Houston,5.0,30.71,356.0,0.0
41570,30.0,Male,Los Angeles,23.0,98.19,353.0,1.0
49152,28.0,Female,New York,7.0,58.2,424.0,0.0
68671,37.0,Female,Chicago,6.0,92.43,272.0,0.0
68660,61.0,Male,Los Angeles,2.0,32.41,498.0,0.0
80485,35.0,Male,Miami,19.0,61.15,453.0,0.0
63163,56.0,Male,Chicago,3.0,89.63,454.0,0.0
58339,35.0,Female,New York,18.0,54.91,109.0,1.0
51510,47.0,Female,Houston,21.0,79.03,362.0,0.0
89505,64.0,Male,Miami,24.0,37.57,157.0,1.0
91856,69.0,Male,Miami,1.0,78.39,303.0,0.0
87904,32.0,Male,Houston,4.0,45.04,354.0,0.0
98999,26.0,Female,Chicago,18.0,98.91,391.0,1.0
5750,37.0,Male,Houston,16.0,62.18,258.0,0.0
41119,58.0,Female,Miami,22.0,40.57,292.0,1.0
86986,42.0,Male,Miami,12.0,85.99,253.0,1.0
25609,43.0,Female,Chicago,15.0,92.94,499.0,0.0
5909,58.0,Female,Los Angeles,18.0,52.31,361.0,1.0
37826,70.0,Female,New York,10.0,56.87,201.0,1.0
43746,51.0,Female,Miami,2.0,42.9,317.0,1.0
57685,43.0,Female,Los Angeles,1.0,59.22,176.0,1.0
26279,61.0,Male,Houston,15.0,70.74,430.0,0.0
84429,63.0,Female,Chicago,24.0,53.64,183.0,0.0
10907,44.0,Female,Houston,14.0,92.95,77.0,1.0
13283,31.0,Female,Los Angeles,17.0,37.58,377.0,0.0
40750,40.0,Female,New York,15.0,43.24,211.0,0.0
52970,33.0,Male,Chicago,17.0,70.87,210.0,0.0
31697,45.0,Female,Los Angeles,12.0,90.1,404.0,1.0
99109,49.0,Female,Houston,6.0,94.42,295.0,0.0
69212,29.0,Male,Houston,3.0,54.82,493.0,1.0
37577,47.0,Male,New York,12.0,78.11,442.0,0.0
93659,51.0,Male,Los Angeles,23.0,54.26,493.0,0.0
66959,51.0,Female,Los Angeles,22.0,66.7,242.0,0.0
48887,22.0,Female,Houston,24.0,57.86,218.0,0.0
92380,40.0,Male,New York,9.0,88.18,218.0,1.0
37010,54.0,Female,Houston,17.0,46.63,262.0,1.0
18881,23.0,Male,Chicago,10.0,38.09,158.0,1.0
2508,25.0,Male,Miami,23.0,60.1,71.0,0.0
99274,63.0,Male,Los Angeles,3.0,87.05,55.0,0.0
51596,54.0,Male,Chicago,11.0,40.58,222.0,1.0
16010,63.0,Male,Miami,17.0,82.63,145.0,0.0
46962,24.0,Male,Los Angeles,16.0,43.35,421.0,0.0
67226,46.0,Female,New York,5.0,70.83,491.0,1.0
54622,39.0,Female,Houston,15.0,88.65,388.0,0.0
79919,52.0,Male,Miami,12.0,56.35,470.0,1.0
67807,59.0,Male,Miami,4.0,60.69,247.0,1.0
27203,46.0,Female,Los Angeles,11.0,49.22,101.0,0.0
84439,44.0,Male,Miami,3.0,87.39,405.0,1.0
95376,31.0,Male,Los Angeles,16.0,66.32,103.0,0.0
75445,31.0,Female,Miami,21.0,37.18,196.0,1.0
16787,37.0,Female,Chicago,4.0,39.29,269.0,1.0
86422,64.0,Male,New York,9.0,94.57,137.0,0.0
31079,67.0,Female,Los Angeles,3.0,39.56,365.0,0.0
17483,18.0,Male,Houston,10.0,83.2,319.0,1.0
21712,47.0,Female,New York,10.0,98.71,175.0,1.0
83416,45.0,Female,Los Angeles,1.0,80.6,302.0,1.0
17691,37.0,Male,Miami,21.0,82.92,308.0,0.0
65935,48.0,Female,Miami,17.0,91.54,107.0,0.0
72778,33.0,Male,Los Angeles,17.0,47.84,403.0,0.0
32070,46.0,Female,Los Angeles,13.0,40.35,414.0,1.0
24127,19.0,Male,Los Angeles,22.0,47.92,61.0,1.0
24335,56.0,Male,Los Angeles,18.0,71.18,423.0,0.0
54431,20.0,Male,Los Angeles,20.0,97.92,347.0,0.0
6709,42.0,Male,Los Angeles,22.0,53.08,308.0,0.0
64357,44.0,Female,Chicago,11.0,66.16,289.0,1.0
90122,65.0,Female,Los Angeles,3.0,72.58,331.0,0.0
33022,59.0,Female,Los Angeles,9.0,80.79,310.0,1.0
1696,27.0,Male,Chicago,22.0,73.15,498.0,1.0
12393,28.0,Female,New York,9.0,62.56,116.0,1.0
14846,48.0,Male,New York,15.0,59.45,409.0,1.0
79982,39.0,Male,Houston,11.0,45.65,328.0,0.0
63803,48.0,Male,Houston,4.0,97.57,474.0,1.0
24,18.0,Female,New York,12.0,68.91,226.0,1.0
19976,55.0,Male,New York,8.0,88.76,173.0,1.0
28016,44.0,Male,Miami,5.0,91.88,272.0,1.0
76496,25.0,Female,New York,12.0,91.0,415.0,1.0
44215,18.0,Male,Chicago,15.0,45.57,363.0,0.0
15080,27.0,Male,Houston,22.0,81.38,268.0,0.0
4278,18.0,Male,Los Angeles,17.0,74.86,248.0,1.0
44426,52.0,Female,Los Angeles,19.0,83.62,225.0,1.0
69110,55.0,Male,Houston,3.0,87.67,306.0,0.0
23948,36.0,Female,New York,22.0,83.23,178.0,1.0
30921,29.0,Male,Chicago,1.0,89.28,378.0,0.0
76755,34.0,Male,New York,18.0,79.81,352.0,1.0
20751,55.0,Male,New York,21.0,95.96,354.0,1.0
20459,45.0,Male,Los Angeles,13.0,32.88,369.0,1.0
53968,18.0,Male,New York,16.0,84.42,321.0,1.0
97566,26.0,Female,Houston,15.0,67.27,71.0,1.0
77301,18.0,Female,Los Angeles,13.0,63.6,135.0,0.0
1219,31.0,Male,Houston,19.0,67.03,417.0,0.0
73540,36.0,Male,Chicago,5.0,43.69,138.0,1.0
22674,63.0,Male,New York,20.0,84.56,386.0,0.0
40098,57.0,Male,Miami,14.0,56.53,354.0,0.0
12520,26.0,Male,Chicago,13.0,86.42,167.0,1.0
48950,35.0,Male,New York,1.0,41.29,294.0,1.0
51096,23.0,Female,Miami,10.0,41.08,429.0,1.0
18828,26.0,Male,New York,8.0,70.73,339.0,1.0
74965,51.0,Female,Houston,16.0,71.29,410.0,1.0
15622,28.0,Female,Los Angeles,17.0,59.74,115.0,1.0
79961,40.0,Male,Chicago,3.0,98.51,148.0,0.0
68596,54.0,Female,Miami,15.0,63.18,470.0,1.0
6574,25.0,Male,Houston,2.0,94.04,302.0,0.0
30871,51.0,Female,New York,1.0,89.47,251.0,1.0
72755,33.0,Male,Miami,3.0,98.34,285.0,1.0
15227,19.0,Male,Los Angeles,14.0,64.68,72.0,0.0
55676,62.0,Male,Los Angeles,19.0,55.12,57.0,1.0
82630,47.0,Male,Los Angeles,19.0,77.75,75.0,0.0
44899,47.0,Female,Los Angeles,6.0,70.25,111.0,1.0
11803,53.0,Male,New York,12.0,31.9,69.0,0.0
12663,70.0,Female,Miami,3.0,38.25,171.0,0.0
54224,49.0,Female,Houston,15.0,41.51,199.0,0.0
99315,63.0,Male,New York,23.0,72.3,172.0,1.0
7463,28.0,Female,Houston,18.0,36.49,71.0,0.0
40867,46.0,Female,Miami,6.0,51.07,326.0,0.0
45618,39.0,Female,Houston,22.0,48.44,484.0,1.0
9096,32.0,Male,Chicago,5.0,47.12,157.0,1.0
84513,58.0,Male,Miami,21.0,40.1,450.0,1.0
24750,29.0,Female,Miami,15.0,93.06,408.0,1.0
27419,34.0,Female,Los Angeles,16.0,37.05,61.0,1.0
78777,40.0,Female,Los Angeles,17.0,70.56,368.0,0.0
46655,70.0,Male,Chicago,11.0,65.75,329.0,0.0
19373,19.0,Female,Houston,19.0,98.02,280.0,0.0
66709,53.0,Female,Houston,16.0,52.98,366.0,0.0
6945,35.0,Female,Chicago,16.0,77.11,245.0,1.0
93134,55.0,Male,Miami,21.0,90.39,342.0,1.0
22423,63.0,Male,Miami,17.0,60.39,211.0,1.0
17327,61.0,Female,New York,21.0,83.29,344.0,0.0
23098,40.0,Female,Miami,15.0,43.32,320.0,0.0
71145,39.0,Female,Los Angeles,10.0,90.02,91.0,0.0
856,29.0,Female,Miami,22.0,45.12,322.0,0.0
23719,56.0,Male,Miami,3.0,38.51,200.0,1.0
35101,21.0,Female,Houston,15.0,96.87,322.0,0.0
60459,42.0,Male,Miami,10.0,87.99,215.0,1.0
15780,63.0,Male,Houston,23.0,58.3,222.0,0.0
49113,45.0,Female,Chicago,13.0,62.07,78.0,0.0
60880,50.0,Male,Miami,20.0,43.32,336.0,0.0
48105,58.0,Female,New York,13.0,78.01,145.0,0.0
87392,21.0,Male,Houston,19.0,74.43,290.0,0.0
95582,44.0,Male,Miami,17.0,97.21,343.0,1.0
35528,46.0,Female,Los Angeles,22.0,65.54,219.0,0.0
49250,39.0,Female,Miami,20.0,65.94,206.0,1.0
11670,28.0,Female,New York,3.0,43.98,442.0,1.0
16512,43.0,Male,New York,10.0,95.08,367.0,1.0
92759,66.0,Male,Chicago,16.0,34.13,73.0,0.0
16503,26.0,Female,Miami,4.0,64.06,342.0,0.0
8113,45.0,Female,New York,3.0,67.34,54.0,1.0
79044,52.0,Female,Houston,1.0,72.66,118.0,0.0
29164,30.0,Female,Chicago,12.0,92.21,416.0,0.0
89710,58.0,Male,Los Angeles,5.0,36.6,115.0,1.0
49052,28.0,Female,Chicago,4.0,81.67,495.0,0.0
15597,65.0,Male,Chicago,5.0,85.22,264.0,1.0
97529,54.0,Male,Miami,13.0,83.03,347.0,1.0
86625,36.0,Female,New York,7.0,37.02,441.0,0.0
88333,29.0,Female,Houston,12.0,59.86,159.0,0.0
40246,60.0,Male,Houston,18.0,53.53,357.0,0.0
35781,63.0,Male,Los Angeles,17.0,95.74,406.0,0.0
79140,40.0,Female,Los Angeles,24.0,83.97,279.0,0.0
49646,32.0,Female,Los Angeles,7.0,55.97,227.0,1.0
97576,68.0,Female,Los Angeles,6.0,62.03,386.0,0.0
4518,54.0,Male,Houston,2.0,67.64,62.0,1.0
18248,39.0,Male,Houston,6.0,72.67,120.0,1.0
93349,58.0,Female,New York,16.0,65.67,172.0,0.0
10041,25.0,Male,Houston,11.0,55.8,312.0,0.0
32189,31.0,Male,Miami,10.0,91.83,137.0,0.0
42661,65.0,Female,Los Angeles,5.0,73.64,383.0,0.0
26192,45.0,Male,New York,5.0,97.28,204.0,1.0
82270,51.0,Female,Chicago,9.0,72.99,51.0,1.0
63991,61.0,Male,Chicago,24.0,36.56,280.0,0.0
84630,52.0,Female,Miami,2.0,47.64,435.0,0.0
31842,61.0,Female,Miami,17.0,67.98,308.0,0.0
34428,67.0,Male,Houston,4.0,88.84,341.0,1.0
66375,51.0,Female,New York,19.0,71.48,69.0,1.0
82654,26.0,Male,Los Angeles,5.0,47.69,69.0,0.0
48157,60.0,Male,Chicago,11.0,63.7,89.0,0.0
77954,25.0,Female,Los Angeles,19.0,78.12,363.0,0.0
18160,60.0,Female,Los Angeles,8.0,47.99,104.0,0.0
49435,33.0,Male,Chicago,8.0,44.75,351.0,1.0
37366,24.0,Male,Houston,21.0,98.11,162.0,0.0
87800,43.0,Female,Los Angeles,12.0,42.15,415.0,0.0
58076,49.0,Female,Chicago,1.0,75.7,183.0,0.0
34082,69.0,Male,Houston,21.0,34.06,122.0,1.0
88815,48.0,Male,New York,7.0,47.97,370.0,0.0
81061,38.0,Male,Chicago,22.0,88.35,201.0,0.0
77322,20.0,Female,Los Angeles,23.0,90.38,288.0,0.0
4039,24.0,Male,Los Angeles,5.0,38.99,331.0,0.0
81096,41.0,Male,New York,24.0,73.92,432.0,1.0
42590,70.0,Female,Miami,15.0,75.32,222.0,0.0
12184,70.0,Female,Chicago,24.0,33.54,179.0,1.0
77431,48.0,Female,Los Angeles,15.0,52.9,436.0,0.0
26703,61.0,Male,Chicago,9.0,40.83,223.0,0.0
21720,31.0,Female,New York,11.0,41.61,272.0,0.0
33384,52.0,Female,New York,22.0,66.81,336.0,0.0
88076,57.0,Male,Los Angeles,1.0,76.2,79.0,1.0
55037,54.0,Female,Miami,19.0,68.49,476.0,0.0
81596,21.0,Female,Miami,21.0,54.62,155.0,1.0
42007,45.0,Male,Miami,5.0,78.02,130.0,0.0
61181,49.0,Male,Miami,21.0,68.74,465.0,0.0
98935,55.0,Male,Los Angeles,6.0,63.43,83.0,0.0
27549,44.0,Female,Chicago,3.0,55.94,83.0,1.0
30147,41.0,Female,Chicago,8.0,54.56,399.0,1.0
15970,39.0,Male,New York,15.0,74.59,137.0,1.0
46843,34.0,Female,Miami,15.0,99.0,417.0,1.0
82093,60.0,Male,Chicago,11.0,50.5,347.0,0.0
78934,59.0,Male,New York,13.0,32.64,456.0,0.0
26063,20.0,Male,Houston,23.0,98.15,201.0,0.0
54499,35.0,Female,Los Angeles,22.0,86.15,90.0,0.0
53665,56.0,Male,Chicago,10.0,87.51,116.0,1.0
39132,55.0,Female,Miami,19.0,89.53,180.0,1.0
37299,31.0,Female,Houston,23.0,88.71,171.0,0.0
12987,47.0,Male,New York,15.0,70.8,349.0,0.0
48741,42.0,Female,Miami,19.0,89.34,270.0,1.0
74355,34.0,Male,Los Angeles,2.0,82.04,102.0,0.0
66869,64.0,Female,Los Angeles,5.0,53.85,413.0,1.0
67406,54.0,Female,New York,20.0,43.91,320.0,0.0
20514,20.0,Male,New York,20.0,60.4,300.0,1.0
72987,32.0,Female,Miami,15.0,52.4,490.0,1.0
83151,69.0,Male,New York,1.0,89.3,153.0,1.0
5434,39.0,Male,Los Angeles,16.0,96.32,64.0,1.0
25059,29.0,Male,Los Angeles,11.0,66.16,253.0,0.0
97298,69.0,Female,Houston,8.0,98.64,95.0,1.0
80899,19.0,Male,Los Angeles,11.0,37.42,480.0,0.0
73577,46.0,Male,Los Angeles,21.0,56.32,428.0,0.0
68964,55.0,Male,Chicago,3.0,57.35,126.0,1.0
26901,70.0,Male,Houston,6.0,59.04,157.0,0.0
36121,44.0,Male,New York,5.0,39.17,128.0,1.0
48970,50.0,Male,Houston,7.0,30.68,88.0,0.0
39918,27.0,Male,Houston,12.0,44.47,338.0,0.0
